 ,FeatureID,112,115,120,119,124,123,126,125,122,121,118,128,129,127,117,134,133,138,137,136,141,146,147,145,149,148,144,143,142,140,139,135,132,157,156,155,154,153,162,161,167,166,165,164,169,168,163,160,159,158,152,171,178,177,182,181,183,180,179,176,189,188,187,186,185,191,196,195,197,194,193,192,190,184,175,174,201,202,200,203,199,198,173,172,170,151,206,210,209,211,208,207,205,214,215,213,212,204,150,131,217,218,216,130,116,114,111,113,ROOT,Baq35567,BsaATCC15712,BspEniD312,Cco1330,Cdu1210,CkoBAA895,Cma681,CroICC168,Ctuz3032,Cun9529,Cyo29220,Ddi453,Dic586,Dpa2511,DzeEch1591,Ea273,EaeKCTC,EalTW07627,Ebi661,Eca35316,ECH3937,Ecl13047,Efe35469,Ehe105704,Eho49162,Eic33202,EmoLMG25706,Ent638,EpyDSM12163,EraDSM16656,ErwEjp617,EsaBAA894,Eta15947,EtasEt199,EtoPG735,GBAG,GCDA,GCFR,GEAM,GECO,GHAL,GKAS,GLAD,GLGR,GRPL,GSMA,GTGU,GTPT,GYRE,KoxE718,Kpn13884,KvaAt22,MmoSC01,Mwi35017,Opr12841,Pae1,Pag299R,Pal9886,PanAJ13355,PantoeaA4,PantoeaAB,PantoeaAt9b,PantoeaB40,PantoeaGM01,PantoeaSc1,PantoeaSL1M5,PantoeaYR343,PasATCC43949,PbuBAA1590,PcaPC1,PcaPCC21,PectoSCC3193,PluTTO1,Pmi29906,Ppe35198,PreDmel1,Pru33673,PsnBAA1589,Pst25827,PstDC3000,Pstewartii,PvaC91,Pwa43316,RahnellaY9602,Raq33071,Sbl29907,Sbong,SCRI1043,SenLT2,Sod33077,SplA30,Spr568,Trab01,VchN16961,VFI114,WPP1692,Xebo,XneATCC19061,Yal35236,Ybe,YenY11,Yfr,Yin,Ykr33638,Yma53443,Ymo,YPCO92,Ypt31758,Yro43380,Yru29473
"153","ATM-0000154",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,6e-06,6e-06,2e-06,0.001607,6.7e-05,0.000165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"154","ATM-0000155",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,6e-06,6e-06,2e-06,0.001607,6.7e-05,0.000165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"155","ATM-0000156",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,6e-06,6e-06,2e-06,0.001607,6.7e-05,0.000165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"156","ATM-0000157",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,6e-06,6e-06,2e-06,0.001607,6.7e-05,0.000165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"157","ATM-0000158",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,6e-06,6e-06,2e-06,0.001607,6.7e-05,0.000165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"158","ATM-0000159",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,6e-06,6e-06,2e-06,0.001607,6.7e-05,0.000165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"159","ATM-0000160",0.943134,0.001249,0.00078,0.000932,0.958143,0.976762,0.000379,0.000431,0.099566,0.316176,0.007123,0.000549,0.000898,0.000419,0.000864,0.142056,0.012642,0.980885,0.398606,0.713289,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,0.111833,0.004465,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.992459,0.2939,0.99456,0.989541,0.997669,0.998182,0.98864,0.505526,0.923896,0.678946,0.228708,0.311885,0.002278,0.225215,0.983368,0.205696,0.981103,0.983005,0.971579,0.997152,0.971471,0.719228,0.129832,0.456292,0.7745,0.909277,0.964705,0.000527,0.112022,0.007387,0.000679,0.000946,0.000508,0.039332,0.000642,0.233913,0.359453,0.078086,0.982664,0.986177,0.99844,0.000224,0.185189,0.01781,0.007474,0.021752,0.008843,0.004187,0.957288,0.990262,0.983814,0.989652,0.996447,0.999289,0.975226,0.986271,0.984342,0.9987,0.984361,0.989126,0.023116,0.000448,0.000455,0.065834,0.005433,0.002634,0.001405,0.000371,0.955093,0.086796,0.349946,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"160","ATM-0000161",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.07378,0.000436,0.000224,3.6e-05,0.002328,5e-06,1.5e-05,0,1.5e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,4e-06,0,0.000455,0.000837,0.000791,7e-06,6e-06,2e-06,0.001607,6.8e-05,0.000165,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"161","ATM-0000162",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,6e-06,6e-06,2e-06,0.001607,6.7e-05,0.000165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"162","ATM-0000163",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.166727,0.000285,0.000389,0.000304,3e-05,3e-06,0.004979,0.000416,0.000477,6e-06,0.000303,0.000165,4e-06,0,0.000455,0.000837,0.000791,7e-06,6e-06,2e-06,0.001607,6.8e-05,0.000165,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"163","ATM-0000164",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,6e-06,6e-06,2e-06,0.001607,6.7e-05,0.000165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"164","ATM-0000165",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,0.005656,0.000304,2.3e-05,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,7e-06,6e-06,2e-06,0.001607,6.8e-05,0.000165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"165","ATM-0000166",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,6e-06,6e-06,2e-06,0.001607,6.7e-05,0.000165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"166","ATM-0000167",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,6e-06,6e-06,2e-06,0.001607,6.7e-05,0.000165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"167","ATM-0000168",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,6e-06,6e-06,2e-06,0.001607,6.7e-05,0.000165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"168","ATM-0000169",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,6e-06,6e-06,2e-06,0.001607,6.7e-05,0.000165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
